Outreach ID,Company ID,Company ,Visit Date,Notes,Outcome,Stage,Status,Next Visit Date,Days Since Last Visit,Next Visit Countdown,Outcome Category,Follow Up Action,Owner,Prospects Match,Contact Type,Email Sent,Competitor
LID-00482,CID-BLC101,B L Casing,11/11/2025,Was not able to get in contact with the person in charge but they took my information and I grabbed a phone number from them and plan on calling them back tomorrow,Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00488,CID-PRO113,Prolific Welding,11/11/2025,"Said he currently uses Tyler Iron, but just loads it on his trailer and takes it. I informed him that we can provide better service and offer competitive pricing to try and gain his business. I gave him my card and said whenever he takes his metal to the scrap yard to give me a call and we can offer top dollar for it",Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00490,CID-RUB105,Rub a Dub Plumbing,11/11/2025,"Very Interested, said they just pile up scrap in their warehouse, told her how efficient and easy our process is and how we can make it accommodate any facility. We exchanged cards and I will be emailing her tomorrow to reach back out since it would be a decision that the owner would have to make and he wont be in until 11/12/2025",Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00491,CID-WAT102,Watson Plumbing,11/11/2025,"Gives the scrap metal to their employees, told him that we offer containers of various sizes, and seperate them for free to try and maximize his return. Was not all that interested",Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00495,CID-TDI102,Tdi Air Condition,11/11/2025,"Talked to the receptionist and was not able to talk to a manager or anything because they were all on service calls, but I did get his card so I will send him an email first thing in the morning.",Interested (Warm),Nurture,Interested (Warm),11/13/2026,-92,275,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00467,CID-CAB101,Cables Roofing,11/11/2025,"Said there guys usually load it up and take it to Tyler Iron, I let him know about our roll off and pricing and he said he would give me a call for commercial jobs",Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00468,CID-COL104,Coleman Roofing,11/11/2025,Office was locked. Called and the owner saved my number and said he would give me a call if they have a job with scrap metal. He did inquire about pricing and I explained how effective and efficient it is to let us take care of the scrap metal that way his employees are freed up to do other things.,Disqualified,Lost,Disqualified,11/11/2025,90,-90,Disqualified,Check periodic,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00469,CID-EAG102,Eagle Steel Buildings,11/11/2025,I could not get in contact with the right person so I want to go back in the morning to see if I can secure this account,Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00470,CID-MIL105,Miller Electric,11/11/2025,The manager wasn't there but the receptionist is going to give them my card and hopefully reach out to me. If i dont heard from them in 3 days I will give them a call back,Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00471,CID-PRO109,Pro Star Rental,11/11/2025,Does not generate any scrap.,Disqualified,Lost,Disqualified,11/11/2025,90,-90,Disqualified,Check periodic,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00473,CID-QUA106,Quality Air Conditioning,11/11/2025,Called (903)581-1352 and was told that they were a small company and do not generate enough scrap metal,Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00476,CID-WEI102,Wei Cooling Heating,11/11/2025,"Owner said that he really does not have enough scrap to warrant a roll off container, and usually only has maybe 1 55 gallon drum once a year. I told him to contact me whenever he does go and to go to Madfos. Also let him know that we offer any size containers and a pallet, but he wasnt all that interested",Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00477,CID-YOS102,Yosemite Roofing,11/11/2025,Spoke to Ed and explained that we could easily put a box and informed him that he wouldnt even have to worry about seperating it because thats a service that we provide. He had scrap metal laying all over the place and was really receptive. He wants a roll off container as soon as possible,Disqualified,Lost,Disqualified,11/11/2025,90,-90,Disqualified,Check periodic,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00483,CID-CAB101,Cables Roofing,11/11/2025,"Said there guys usually load it up and take it to Tyler Iron, I let him know about our roll off and pricing and he said he would give me a call for commercial jobs",Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00484,CID-COL104,Coleman Roofing,11/11/2025,Office was locked. Called and the owner saved my number and said he would give me a call if they have a job with scrap metal. He did inquire about pricing and I explained how effective and efficient it is to let us take care of the scrap metal that way his employees are freed up to do other things.,Disqualified,Lost,Disqualified,11/11/2025,90,-90,Disqualified,Check periodic,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00485,CID-EAG102,Eagle Steel Buildings,11/11/2025,I could not get in contact with the right person so I want to go back in the morning to see if I can secure this account,Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00486,CID-MIL105,Miller Electric,11/11/2025,The manager wasn't there but the receptionist is going to give them my card and hopefully reach out to me. If i dont heard from them in 3 days I will give them a call back,Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00487,CID-PRO109,Pro Star Rental,11/11/2025,Does not generate any scrap.,Disqualified,Lost,Disqualified,11/11/2025,90,-90,Disqualified,Check periodic,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00489,CID-QUA106,Quality Air Conditioning,11/11/2025,Called (903)581-1352 and was told that they were a small company and do not generate enough scrap metal,Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00492,CID-WEI102,Wei Cooling Heating,11/11/2025,"Owner said that he really does not have enough scrap to warrant a roll off container, and usually only has maybe 1 55 gallon drum once a year. I told him to contact me whenever he does go and to go to Madfos. Also let him know that we offer any size containers and a pallet, but he wasnt all that interested",Not Interested,Lost,Disqualified,05/10/2026,90,90,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00493,CID-YOS102,Yosemite Roofing,11/11/2025,Spoke to Ed and explained that we could easily put a box and informed him that he wouldnt even have to worry about seperating it because thats a service that we provide. He had scrap metal laying all over the place and was really receptive. He wants a roll off container as soon as possible,Disqualified,Lost,Disqualified,11/11/2025,90,-90,Disqualified,Check periodic,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00464,CID-ADV102,Advantage Roofing,11/11/2025,Said to call back tomorrow when the owner is there so that I can talk to someone who makes the decisions.,Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00465,CID-ASA101,Asap Roofing,11/11/2025,The manager was on the phone and asked if I could call or come back tomorrow,Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00466,CID-BLC101,B L Casing,11/11/2025,Was not able to get in contact with the person in charge but they took my information and I grabbed a phone number from them and plan on calling them back tomorrow,Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00472,CID-PRO113,Prolific Welding,11/11/2025,"Said he currently uses Tyler Iron, but just loads it on his trailer and takes it. I informed him that we can provide better service and offer competitive pricing to try and gain his business. I gave him my card and said whenever he takes his metal to the scrap yard to give me a call and we can offer top dollar for it",Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00474,CID-RUB105,Rub a Dub Plumbing,11/11/2025,"Very Interested, said they just pile up scrap in their warehouse, told her how efficient and easy our process is and how we can make it accommodate any facility. We exchanged cards and I will be emailing her tomorrow to reach back out since it would be a decision that the owner would have to make and he wont be in until 11/12/2025",Interested (Warm),Nurture,Interested (Warm),11/25/2025,90,-76,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
